-0.399343, 0.838441, -4.05274, 18.8383, 876.557, 2, 1, 
1.47381, 2.08604, -2.35614, 203.695, 255.845, 2, 1, 
1.64808, 2.0975, -2.31926, 197.466, 242.586, 2, 1, 
1.9681, 2.11502, -2.25998, 185.16, 220.861, 2, 1, 
2.02487, 2.47533, -2.15098, 180.618, 138.147, 2, 2, 
-0.398609, 0.8422, -4.05348, 18.0905, 875.8, 2, 2, 
2.02542, 2.47598, -2.14875, 181.01, 137.886, 2, 3, 
-0.398666, 0.842313, -4.05327, 18.1509, 875.752, 2, 3, 
2.02245, 2.47289, -2.14354, 182.545, 138.418, 2, 4, 
-0.398637, 0.842315, -4.05339, 18.1105, 875.766, 2, 4, 
2.02678, 2.47699, -2.1446, 181.731, 137.432, 2, 5, 
-0.398629, 0.842286, -4.05335, 18.1248, 875.764, 2, 5, 
2.02793, 2.47757, -2.14281, 181.99, 137.184, 2, 6, 
-0.398642, 0.842259, -4.05334, 18.1321, 875.77, 2, 6, 
2.0286, 2.47825, -2.1407, 182.346, 136.918, 2, 7, 
-0.398672, 0.842295, -4.05327, 18.1544, 875.756, 2, 7, 
2.0297, 2.47899, -2.13885, 182.611, 136.637, 2, 8, 
-0.398605, 0.842276, -4.0534, 18.1077, 875.771, 2, 8, 
2.03082, 2.47979, -2.13689, 182.895, 136.336, 2, 9, 
-0.398623, 0.842319, -4.05333, 18.1266, 875.754, 2, 9, 
2.02787, 2.47694, -2.13133, 184.482, 136.796, 2, 10, 
-0.398601, 0.842276, -4.05349, 18.0786, 875.784, 2, 10, 
2.0527, 2.49124, -2.10255, 187.831, 131.557, 2, 11, 
1.87927, 2.22198, -1.71829, 294.452, 175.592, 2, 11, 
1.99177, 2.39695, -1.96824, 226.23, 147.49, 2, 11, 
-0.399323, 0.838413, -4.05272, 18.849, 876.555, 2, 11, 
2.05489, 2.49249, -2.10035, 188.054, 131.116, 2, 12, 
1.88087, 2.22397, -1.71588, 294.685, 175.019, 2, 12, 
1.9938, 2.39842, -1.96598, 226.451, 147.007, 2, 12, 
-0.399244, 0.83841, -4.05271, 18.8438, 876.542, 2, 12, 
2.05728, 2.49382, -2.09821, 188.245, 130.651, 2, 13, 
1.88233, 2.22591, -1.71355, 294.915, 174.464, 2, 13, 
1.99605, 2.39998, -1.96383, 226.624, 146.499, 2, 13, 
-0.399275, 0.838423, -4.05275, 18.8324, 876.551, 2, 13, 
2.05964, 2.49521, -2.09592, 188.465, 130.171, 2, 14, 
1.88396, 2.2279, -1.71133, 295.111, 173.897, 2, 14, 
1.99815, 2.40158, -1.96154, 226.836, 145.986, 2, 14, 
-0.399277, 0.838442, -4.0527, 18.8469, 876.539, 2, 14, 
2.0621, 2.49656, -2.09374, 188.658, 129.698, 2, 15, 
1.88555, 2.23002, -1.70902, 295.317, 173.303, 2, 15, 
2.00026, 2.40316, -1.95922, 227.056, 145.474, 2, 15, 
-0.399253, 0.838439, -4.05271, 18.8434, 876.537, 2, 15, 
2.06463, 2.49807, -2.0915, 188.848, 129.189, 2, 16, 
1.88711, 2.23203, -1.70677, 295.521, 172.736, 2, 16, 
2.00252, 2.40485, -1.95703, 227.231, 144.94, 2, 16, 
-0.399328, 0.838419, -4.05272, 18.8493, 876.554, 2, 16, 
2.06709, 2.49943, -2.08939, 189.022, 128.718, 2, 17, 
1.8888, 2.23423, -1.70453, 295.703, 172.125, 2, 17, 
2.00474, 2.40657, -1.95487, 227.399, 144.404, 2, 17, 
-0.399334, 0.838366, -4.05272, 18.854, 876.567, 2, 17, 
2.06988, 2.50096, -2.08713, 189.196, 128.194, 2, 18, 
1.89033, 2.23628, -1.70232, 295.899, 171.552, 2, 18, 
2.00686, 2.40822, -1.9527, 227.582, 143.885, 2, 18, 
-0.399385, 0.838362, -4.05273, 18.8568, 876.577, 2, 18, 
2.07239, 2.50241, -2.08494, 189.381, 127.7, 2, 19, 
1.89196, 2.23849, -1.70019, 296.063, 170.947, 2, 19, 
2.00925, 2.40998, -1.95051, 227.741, 143.334, 2, 19, 
-0.399347, 0.83841, -4.05273, 18.8475, 876.561, 2, 19, 
2.07509, 2.50406, -2.08279, 189.528, 127.159, 2, 20, 
1.89361, 2.24079, -1.69793, 296.246, 170.319, 2, 20, 
2.01152, 2.41179, -1.94838, 227.895, 142.778, 2, 20, 
-0.399279, 0.838384, -4.05272, 18.8465, 876.555, 2, 20, 
2.07778, 2.50557, -2.08073, 189.667, 126.653, 2, 21, 
1.89527, 2.243, -1.69585, 296.398, 169.715, 2, 21, 
2.01375, 2.41359, -1.94619, 228.065, 142.225, 2, 21, 
-0.399302, 0.838398, -4.05272, 18.8464, 876.556, 2, 21, 
2.08045, 2.50723, -2.07854, 189.824, 126.112, 2, 22, 
1.89699, 2.24539, -1.6938, 296.532, 169.076, 2, 22, 
2.01631, 2.41548, -1.94407, 228.189, 141.644, 2, 22, 
-0.399319, 0.838425, -4.05271, 18.8491, 876.551, 2, 22, 
2.08337, 2.50873, -2.07649, 189.945, 125.6, 2, 23, 
1.89863, 2.24764, -1.69169, 296.689, 168.466, 2, 23, 
2.0186, 2.41733, -1.94194, 228.337, 141.082, 2, 23, 
-0.399316, 0.838432, -4.05272, 18.8455, 876.55, 2, 23, 
2.08603, 2.51043, -2.07446, 190.067, 125.058, 2, 24, 
1.9003, 2.25006, -1.68969, 296.815, 167.826, 2, 24, 
2.02093, 2.4192, -1.93994, 228.456, 140.519, 2, 24, 
-0.399289, 0.83847, -4.0527, 18.846, 876.535, 2, 24, 
2.08889, 2.51206, -2.07251, 190.163, 124.526, 2, 25, 
1.90201, 2.25251, -1.68761, 296.949, 167.173, 2, 25, 
2.02344, 2.42108, -1.93796, 228.556, 139.948, 2, 25, 
-0.399314, 0.838415, -4.05272, 18.847, 876.554, 2, 25, 
2.09159, 2.51363, -2.07046, 190.293, 124.009, 2, 26, 
1.90372, 2.25494, -1.68567, 297.059, 166.532, 2, 26, 
2.02578, 2.42302, -1.93594, 228.674, 139.371, 2, 26, 
-0.399179, 0.83845, -4.05272, 18.8327, 876.524, 2, 26, 
2.09459, 2.51534, -2.06855, 190.366, 123.459, 2, 27, 
1.90545, 2.25749, -1.68374, 297.16, 165.868, 2, 27, 
2.02823, 2.42496, -1.93405, 228.757, 138.796, 2, 27, 
-0.399197, 0.838453, -4.05273, 18.829, 876.529, 2, 27, 
2.0974, 2.51697, -2.06668, 190.447, 122.934, 2, 28, 
1.9072, 2.25999, -1.68173, 297.277, 165.208, 2, 28, 
2.03071, 2.42692, -1.93208, 228.852, 138.213, 2, 28, 
-0.399313, 0.838427, -4.05275, 18.8372, 876.555, 2, 28, 
2.10035, 2.51868, -2.06486, 190.503, 122.39, 2, 29, 
1.90902, 2.26261, -1.67983, 297.361, 164.527, 2, 29, 
2.03314, 2.42889, -1.93021, 228.93, 137.633, 2, 29, 
-0.399232, 0.838459, -4.05271, 18.8373, 876.53, 2, 29, 
2.10308, 2.52027, -2.06295, 190.602, 121.875, 2, 30, 
1.91077, 2.26517, -1.67793, 297.452, 163.86, 2, 30, 
2.03567, 2.43101, -1.9284, 228.98, 137.021, 2, 30, 
-0.399286, 0.838429, -4.05271, 18.8458, 876.545, 2, 30, 
2.10607, 2.52203, -2.06117, 190.643, 121.321, 2, 31, 
1.91255, 2.26785, -1.67609, 297.526, 163.173, 2, 31, 
2.03813, 2.43298, -1.92652, 229.058, 136.442, 2, 31, 
-0.39931, 0.838435, -4.05271, 18.8467, 876.548, 2, 31, 
2.10886, 2.52365, -2.05946, 190.693, 120.806, 2, 32, 
1.91422, 2.27056, -1.6742, 297.614, 162.481, 2, 32, 
2.04069, 2.43505, -1.92469, 229.111, 135.84, 2, 32, 
-0.399387, 0.838353, -4.05274, 18.8549, 876.581, 2, 32, 
2.11192, 2.52536, -2.05776, 190.714, 120.266, 2, 33, 
1.91601, 2.27331, -1.67233, 297.687, 161.777, 2, 33, 
2.04319, 2.43712, -1.92291, 229.161, 135.241, 2, 33, 
-0.399405, 0.838351, -4.05273, 18.8576, 876.583, 2, 33, 
2.1147, 2.52698, -2.05608, 190.76, 119.755, 2, 34, 
1.91789, 2.27627, -1.6704, 297.755, 161.025, 2, 34, 
2.0456, 2.43916, -1.92121, 229.202, 134.657, 2, 34, 
-0.399237, 0.838462, -4.05273, 18.8331, 876.533, 2, 34, 
2.1176, 2.52874, -2.05434, 190.799, 119.206, 2, 35, 
1.91962, 2.2791, -1.66848, 297.839, 160.307, 2, 35, 
2.04827, 2.44128, -1.91945, 229.231, 134.045, 2, 35, 
-0.39924, 0.838472, -4.05273, 18.8319, 876.531, 2, 35, 
2.12047, 2.53038, -2.05268, 190.83, 118.69, 2, 36, 
1.92142, 2.28189, -1.66664, 297.903, 159.596, 2, 36, 
2.05063, 2.44341, -1.91772, 229.276, 133.444, 2, 36, 
-0.399239, 0.838463, -4.05272, 18.8348, 876.532, 2, 36, 
2.1235, 2.53212, -2.05106, 190.835, 118.147, 2, 37, 
1.92324, 2.28475, -1.66487, 297.949, 158.875, 2, 37, 
2.05327, 2.44544, -1.91606, 229.291, 132.855, 2, 37, 
